time,open,high,low,close
2025-10-21T07:45:00-04:00,46923,46937,46919,46932
2025-10-21T08:00:00-04:00,46934,46944,46926,46931
2025-10-21T08:15:00-04:00,46930,46941,46923,46933
2025-10-21T08:30:00-04:00,46934,46936,46910,46932
2025-10-21T08:45:00-04:00,46933,46936,46902,46908
2025-10-21T09:00:00-04:00,46911,46918,46874,46887
2025-10-21T09:15:00-04:00,46888,46937,46876,46912
2025-10-21T09:30:00-04:00,46911,46976,46893,46970
2025-10-21T09:45:00-04:00,46968,46993,46927,46962
2025-10-21T10:00:00-04:00,46965,47035,46921,47032
2025-10-21T10:15:00-04:00,47031,47132,47015,47054
2025-10-21T10:30:00-04:00,47054,47171,47044,47148
2025-10-21T10:45:00-04:00,47149,47238,47125,47235
2025-10-21T11:00:00-04:00,47235,47334,47229,47327
2025-10-21T11:15:00-04:00,47326,47328,47238,47264
2025-10-21T11:30:00-04:00,47265,47286,47217,47236
2025-10-21T11:45:00-04:00,47237,47263,47197,47205
2025-10-21T12:00:00-04:00,47203,47218,47184,47186
2025-10-21T12:15:00-04:00,47187,47259,47183,47240
2025-10-21T12:30:00-04:00,47240,47262,47228,47247
2025-10-21T12:45:00-04:00,47249,47278,47172,47179
2025-10-21T13:00:00-04:00,47179,47245,47145,47239
2025-10-21T13:15:00-04:00,47237,47241,47162,47185
2025-10-21T13:30:00-04:00,47190,47223,47165,47197
2025-10-21T13:45:00-04:00,47197,47229,47195,47218
2025-10-21T14:00:00-04:00,47220,47253,47214,47243
2025-10-21T14:15:00-04:00,47238,47240,47185,47217
2025-10-21T14:30:00-04:00,47217,47223,47179,47180
2025-10-21T14:45:00-04:00,47180,47206,47174,47190
2025-10-21T15:00:00-04:00,47188,47197,47162,47191
2025-10-21T15:15:00-04:00,47189,47207,47169,47179
2025-10-21T15:30:00-04:00,47178,47189,47161,47184
2025-10-21T15:45:00-04:00,47184,47211,47122,47128
2025-10-21T16:00:00-04:00,47128,47153,47115,47135
2025-10-21T16:15:00-04:00,47134,47150,47130,47149
2025-10-21T16:30:00-04:00,47148,47165,47137,47159
2025-10-21T16:45:00-04:00,47161,47162,47146,47154
2025-10-21T18:00:00-04:00,47156,47156,47110,47123
2025-10-21T18:15:00-04:00,47126,47154,47126,47153
2025-10-21T18:30:00-04:00,47153,47160,47127,47142
2025-10-21T18:45:00-04:00,47140,47162,47132,47162
2025-10-21T19:00:00-04:00,47160,47160,47124,47132
2025-10-21T19:15:00-04:00,47133,47153,47124,47135
2025-10-21T19:30:00-04:00,47133,47145,47124,47124
2025-10-21T19:45:00-04:00,47127,47130,47112,47113
2025-10-21T20:00:00-04:00,47116,47137,47102,47126
2025-10-21T20:15:00-04:00,47124,47126,47098,47116
2025-10-21T20:30:00-04:00,47118,47128,47100,47101
2025-10-21T20:45:00-04:00,47101,47111,47094,47096
2025-10-21T21:00:00-04:00,47097,47115,47086,47112
2025-10-21T21:15:00-04:00,47110,47118,47104,47107
2025-10-21T21:30:00-04:00,47106,47112,47098,47106
2025-10-21T21:45:00-04:00,47107,47135,47106,47128
2025-10-21T22:00:00-04:00,47131,47140,47116,47138
2025-10-21T22:15:00-04:00,47136,47144,47131,47141
2025-10-21T22:30:00-04:00,47142,47142,47126,47130
2025-10-21T22:45:00-04:00,47130,47138,47125,47132
2025-10-21T23:00:00-04:00,47130,47137,47111,47119
2025-10-21T23:15:00-04:00,47120,47122,47095,47097
2025-10-21T23:30:00-04:00,47100,47105,47094,47104
2025-10-21T23:45:00-04:00,47106,47153,47106,47149
2025-10-22T00:00:00-04:00,47148,47185,47145,47174
2025-10-22T00:15:00-04:00,47173,47196,47171,47185
2025-10-22T00:30:00-04:00,47184,47197,47181,47192
2025-10-22T00:45:00-04:00,47192,47193,47175,47188
2025-10-22T01:00:00-04:00,47188,47195,47180,47193
2025-10-22T01:15:00-04:00,47195,47196,47171,47178
2025-10-22T01:30:00-04:00,47174,47184,47152,47156
2025-10-22T01:45:00-04:00,47157,47170,47157,47162
2025-10-22T02:00:00-04:00,47163,47183,47148,47180
2025-10-22T02:15:00-04:00,47183,47195,47177,47179
2025-10-22T02:30:00-04:00,47179,47202,47168,47194
2025-10-22T02:45:00-04:00,47194,47200,47182,47185
2025-10-22T03:00:00-04:00,47183,47186,47134,47142
2025-10-22T03:15:00-04:00,47141,47176,47131,47174
2025-10-22T03:30:00-04:00,47174,47176,47159,47165
2025-10-22T03:45:00-04:00,47164,47177,47159,47163
2025-10-22T04:00:00-04:00,47163,47165,47115,47121
2025-10-22T04:15:00-04:00,47121,47124,47103,47115
2025-10-22T04:30:00-04:00,47115,47124,47100,47115
2025-10-22T04:45:00-04:00,47117,47132,47104,47120
2025-10-22T05:00:00-04:00,47123,47124,47089,47098
2025-10-22T05:15:00-04:00,47100,47134,47080,47126
2025-10-22T05:30:00-04:00,47125,47142,47123,47126
2025-10-22T05:45:00-04:00,47124,47147,47114,47138
2025-10-22T06:00:00-04:00,47140,47145,47133,47141
2025-10-22T06:15:00-04:00,47143,47146,47127,47146
2025-10-22T06:30:00-04:00,47146,47157,47129,47157
2025-10-22T06:45:00-04:00,47155,47155,47127,47130
2025-10-22T07:00:00-04:00,47130,47133,47087,47108
2025-10-22T07:15:00-04:00,47107,47123,47088,47097
2025-10-22T07:30:00-04:00,47098,47113,47087,47097
2025-10-22T07:45:00-04:00,47095,47122,47087,47098
2025-10-22T08:00:00-04:00,47098,47147,47090,47135
2025-10-22T08:15:00-04:00,47138,47144,47111,47124
2025-10-22T08:30:00-04:00,47124,47141,47112,47131
2025-10-22T08:45:00-04:00,47130,47161,47125,47144
2025-10-22T09:00:00-04:00,47144,47147,47119,47134
2025-10-22T09:15:00-04:00,47133,47139,47110,47120
2025-10-22T09:30:00-04:00,47120,47124,47006,47096
2025-10-22T09:45:00-04:00,47094,47100,46987,47013
2025-10-22T10:00:00-04:00,47010,47048,46984,47023
2025-10-22T10:15:00-04:00,47022,47063,46979,46984
2025-10-22T10:30:00-04:00,46985,47022,46967,46978
2025-10-22T10:45:00-04:00,46979,47027,46937,47027
2025-10-22T11:00:00-04:00,47026,47052,46995,47005
2025-10-22T11:15:00-04:00,47006,47033,46916,46967
2025-10-22T11:30:00-04:00,46968,47012,46945,46995
2025-10-22T11:45:00-04:00,46992,47037,46986,46991
2025-10-22T12:00:00-04:00,46989,47005,46904,46941
2025-10-22T12:15:00-04:00,46943,46963,46890,46922
2025-10-22T12:30:00-04:00,46919,46951,46686,46916
2025-10-22T12:45:00-04:00,46915,46971,46864,46913
2025-10-22T13:00:00-04:00,46910,46928,46839,46841
2025-10-22T13:15:00-04:00,46844,46866,46731,46771
2025-10-22T13:30:00-04:00,46768,46811,46659,46668
2025-10-22T13:45:00-04:00,46667,46731,46640,46715
